Rented Bike Count,Hour,Temperature(°C),Humidity(%),Rainfall(mm),Snowfall (cm),Seasons,Holiday
699,12,33.9,49,0,0,Summer,No Holiday
695,13,35.7,38,0,0,Summer,No Holiday
627,14,36.2,41,0,0,Summer,No Holiday
700,15,37.2,38,0,0,Summer,No Holiday
920,16,36.3,41,0,0,Summer,No Holiday
1306,17,34.7,51,0,0,Summer,No Holiday
2305,18,33.7,53,0,0,Summer,No Holiday
1972,19,32.7,56,0,0,Summer,No Holiday
1705,20,31.8,59,0,0,Summer,No Holiday
1684,21,31.3,59,0,0,Summer,No Holiday
1587,22,30.9,63,0,0,Summer,No Holiday
1165,23,30.3,65,0,0,Summer,No Holiday
1034,0,30,67,0,0,Summer,Holiday
850,1,29.6,69,0,0,Summer,Holiday
676,2,29.5,68,0,0,Summer,Holiday
474,3,29.1,70,0,0,Summer,Holiday
310,4,28.8,73,0,0,Summer,Holiday
227,5,28.6,73,0,0,Summer,Holiday
346,6,28.4,74,0,0,Summer,Holiday
429,7,28.6,71,0,0,Summer,Holiday
553,8,29.9,60,0,0,Summer,Holiday
563,9,32,53,0,0,Summer,Holiday
547,10,33.5,49,0,0,Summer,Holiday
586,11,35.4,44,0,0,Summer,Holiday
563,12,36.5,41,0,0,Summer,Holiday
591,13,36.9,39,0,0,Summer,Holiday
627,14,37.2,38,0,0,Summer,Holiday
761,15,37.4,38,0,0,Summer,Holiday
877,16,36.6,39,0,0,Summer,Holiday
960,17,33.6,55,0,0,Summer,Holiday
925,18,32.8,63,0.1,0,Summer,Holiday
1301,19,28.7,76,0.9,0,Summer,Holiday
1500,20,28.4,69,0,0,Summer,Holiday
1507,21,28.6,69,0,0,Summer,Holiday
1350,22,28.6,67,0,0,Summer,Holiday
1008,23,28.5,69,0,0,Summer,Holiday
808,0,28.4,68,0,0,Summer,No Holiday
535,1,28.2,70,0,0,Summer,No Holiday
381,2,28.1,68,0,0,Summer,No Holiday
252,3,27.9,68,0,0,Summer,No Holiday
173,4,27.8,69,0,0,Summer,No Holiday
263,5,28,66,0,0,Summer,No Holiday
631,6,27.5,72,0,0,Summer,No Holiday
1105,7,27.6,71,0,0,Summer,No Holiday
1660,8,28.2,68,0,0,Summer,No Holiday
876,9,30.6,55,0,0,Summer,No Holiday
612,10,31.9,51,0,0,Summer,No Holiday
672,11,33.5,48,0,0,Summer,No Holiday
668,12,34.5,44,0,0,Summer,No Holiday
652,13,35.1,39,0,0,Summer,No Holiday
638,14,35.3,40,0,0,Summer,No Holiday
720,15,35,38,0,0,Summer,No Holiday
902,16,34.5,37,0,0,Summer,No Holiday
1384,17,33.8,37,0,0,Summer,No Holiday
2481,18,32.4,40,0,0,Summer,No Holiday
2286,19,29.8,45,0,0,Summer,No Holiday
2114,20,27.9,47,0,0,Summer,No Holiday
2127,21,26.8,46,0,0,Summer,No Holiday
1943,22,25.9,45,0,0,Summer,No Holiday
1446,23,25,44,0,0,Summer,No Holiday
1109,0,24.1,45,0,0,Summer,No Holiday
842,1,23.4,47,0,0,Summer,No Holiday
572,2,22.8,50,0,0,Summer,No Holiday
375,3,22.4,52,0,0,Summer,No Holiday
276,4,22.1,54,0,0,Summer,No Holiday
304,5,21.8,55,0,0,Summer,No Holiday
719,6,21.8,51,0,0,Summer,No Holiday
1271,7,22,49,0,0,Summer,No Holiday
1918,8,23.5,44,0,0,Summer,No Holiday
1069,9,25.5,40,0,0,Summer,No Holiday
717,10,27,36,0,0,Summer,No Holiday
844,11,28.8,33,0,0,Summer,No Holiday
904,12,30.3,30,0,0,Summer,No Holiday
820,13,31.3,30,0,0,Summer,No Holiday
791,14,32.7,27,0,0,Summer,No Holiday
970,15,33.5,26,0,0,Summer,No Holiday
1112,16,33.7,26,0,0,Summer,No Holiday
1666,17,33.1,27,0,0,Summer,No Holiday
2797,18,32.5,28,0,0,Summer,No Holiday
2353,19,31,31,0,0,Summer,No Holiday
2130,20,28.4,40,0,0,Summer,No Holiday
2008,21,27.1,43,0,0,Summer,No Holiday
1787,22,26,45,0,0,Summer,No Holiday
1466,23,25.2,47,0,0,Summer,No Holiday
1191,0,24.5,48,0,0,Summer,No Holiday
969,1,23.9,51,0,0,Summer,No Holiday
698,2,23.4,53,0,0,Summer,No Holiday
483,3,23,54,0,0,Summer,No Holiday
316,4,22.6,55,0,0,Summer,No Holiday
262,5,22,58,0,0,Summer,No Holiday
397,6,21.6,60,0,0,Summer,No Holiday
475,7,21.7,57,0,0,Summer,No Holiday
754,8,23.2,47,0,0,Summer,No Holiday
771,9,25.3,42,0,0,Summer,No Holiday
769,10,27,37,0,0,Summer,No Holiday
857,11,28.4,35,0,0,Summer,No Holiday
952,12,29.8,33,0,0,Summer,No Holiday
1003,13,31.1,30,0,0,Summer,No Holiday
1121,14,31,31,0,0,Summer,No Holiday
1196,15,31.7,30,0,0,Summer,No Holiday
1398,16,31.8,33,0,0,Summer,No Holiday
1806,17,29.9,39,0,0,Summer,No Holiday
1979,18,30.1,37,0,0,Summer,No Holiday
2127,19,28.5,45,0,0,Summer,No Holiday
1965,20,27.6,46,0,0,Summer,No Holiday
1886,21,26.8,48,0,0,Summer,No Holiday
1681,22,26.3,48,0,0,Summer,No Holiday
1342,23,25.9,52,0,0,Summer,No Holiday
1100,0,25.3,53,0,0,Summer,No Holiday
844,1,25,57,0,0,Summer,No Holiday
611,2,24.5,59,0,0,Summer,No Holiday
425,3,24,59,0,0,Summer,No Holiday
264,4,23.6,61,0,0,Summer,No Holiday
223,5,23.4,63,0,0,Summer,No Holiday
260,6,23.1,64,0,0,Summer,No Holiday
392,7,23.3,64,0,0,Summer,No Holiday
592,8,24.4,58,0,0,Summer,No Holiday
645,9,26.3,50,0,0,Summer,No Holiday
732,10,27.3,49,0,0,Summer,No Holiday
795,11,28.4,43,0,0,Summer,No Holiday
926,12,30.9,37,0,0,Summer,No Holiday
943,13,32.4,33,0,0,Summer,No Holiday
972,14,33.4,31,0,0,Summer,No Holiday
1181,15,33.8,31,0,0,Summer,No Holiday
1395,16,33.3,32,0,0,Summer,No Holiday
1721,17,32.7,33,0,0,Summer,No Holiday
1928,18,32.3,41,0,0,Summer,No Holiday
2186,19,29.7,55,0,0,Summer,No Holiday
2029,20,28.5,58,0,0,Summer,No Holiday
1821,21,27.9,61,0,0,Summer,No Holiday
1546,22,27.7,62,0,0,Summer,No Holiday
1016,23,27.5,60,0,0,Summer,No Holiday
818,0,27,62,0,0,Summer,No Holiday
527,1,26.6,64,0,0,Summer,No Holiday
352,2,26.3,65,0,0,Summer,No Holiday
255,3,26.1,65,0,0,Summer,No Holiday
193,4,26.2,65,0,0,Summer,No Holiday
281,5,25.7,68,0,0,Summer,No Holiday
675,6,25.3,67,0,0,Summer,No Holiday
1285,7,25.4,60,0,0,Summer,No Holiday
1912,8,26.6,54,0,0,Summer,No Holiday
993,9,27.5,54,0,0,Summer,No Holiday
719,10,29.3,49,0,0,Summer,No Holiday
766,11,31.2,45,0,0,Summer,No Holiday
808,12,31.7,45,0,0,Summer,No Holiday
847,13,31.6,46,0,0,Summer,No Holiday
816,14,32.1,45,0,0,Summer,No Holiday
992,15,32.9,45,0,0,Summer,No Holiday
1253,16,32.3,45,0,0,Summer,No Holiday
1704,17,32.1,44,0,0,Summer,No Holiday
2628,18,31.6,47,0,0,Summer,No Holiday
2162,19,30.8,55,0,0,Summer,No Holiday
1999,20,29.8,61,0,0,Summer,No Holiday
1971,21,29.3,63,0,0,Summer,No Holiday
1630,22,29,63,0,0,Summer,No Holiday
1241,23,28.5,62,0,0,Summer,No Holiday
898,0,28.3,59,0,0,Summer,No Holiday
690,1,28,61,0,0,Summer,No Holiday
376,2,27.6,60,0,0,Summer,No Holiday
173,3,26.8,62,0.1,0,Summer,No Holiday
49,4,25.3,70,0.4,0,Summer,No Holiday
57,5,23.8,86,1,0,Summer,No Holiday
73,6,23.8,89,1.5,0,Summer,No Holiday
608,7,23.4,94,2,0,Summer,No Holiday
1530,8,24,84,0,0,Summer,No Holiday
876,9,24.4,82,0,0,Summer,No Holiday
402,10,24.8,82,0,0,Summer,No Holiday
681,11,24.7,85,0,0,Summer,No Holiday
848,12,25.7,74,0,0,Summer,No Holiday
827,13,27.1,66,0,0,Summer,No Holiday
788,14,28.5,58,0,0,Summer,No Holiday
957,15,29.5,57,0,0,Summer,No Holiday
1112,16,30.4,53,0,0,Summer,No Holiday
1663,17,30.8,52,0,0,Summer,No Holiday
2830,18,30.3,56,0,0,Summer,No Holiday
2364,19,29.2,62,0,0,Summer,No Holiday
2169,20,27.7,69,0,0,Summer,No Holiday
2057,21,26.8,72,0,0,Summer,No Holiday
1828,22,26.1,76,0,0,Summer,No Holiday
1277,23,25.6,75,0,0,Summer,No Holiday
1025,0,25.1,79,0,0,Summer,No Holiday
782,1,24.6,79,0,0,Summer,No Holiday
512,2,24.2,79,0,0,Summer,No Holiday
346,3,24.1,80,0,0,Summer,No Holiday
214,4,23.6,81,0,0,Summer,No Holiday
289,5,23.4,82,0,0,Summer,No Holiday
655,6,23.7,78,0,0,Summer,No Holiday
1330,7,24.3,74,0,0,Summer,No Holiday
1990,8,25.7,66,0,0,Summer,No Holiday
1015,9,28,56,0,0,Summer,No Holiday
700,10,30.2,52,0,0,Summer,No Holiday
710,11,32.1,49,0,0,Summer,No Holiday
784,12,33.9,45,0,0,Summer,No Holiday
727,13,35.3,41,0,0,Summer,No Holiday
760,14,36.2,36,0,0,Summer,No Holiday
842,15,36.8,36,0,0,Summer,No Holiday
993,16,37.4,35,0,0,Summer,No Holiday
1495,17,36.4,39,0,0,Summer,No Holiday
2528,18,35.4,40,0,0,Summer,No Holiday
2087,19,35.2,41,0,0,Summer,No Holiday
1808,20,33.2,51,0,0,Summer,No Holiday
1807,21,33.1,46,0,0,Summer,No Holiday
1556,22,32.1,47,0,0,Summer,No Holiday
1117,23,31.2,50,0,0,Summer,No Holiday
908,0,30.7,52,0,0,Summer,No Holiday
745,1,30.1,54,0,0,Summer,No Holiday
492,2,29.8,53,0,0,Summer,No Holiday
304,3,29.7,52,0,0,Summer,No Holiday
168,4,29.3,54,0,0,Summer,No Holiday
185,5,28.5,57,0.1,0,Summer,No Holiday
492,6,28.3,55,0,0,Summer,No Holiday
720,7,28.3,55,0,0,Summer,No Holiday
1678,8,28.1,58,0,0,Summer,No Holiday
924,9,29.3,54,0,0,Summer,No Holiday
551,10,30.2,52,0,0,Summer,No Holiday
711,11,29.9,57,0.1,0,Summer,No Holiday
769,12,31.9,49,0,0,Summer,No Holiday
584,13,31,53,0,0,Summer,No Holiday
740,14,30.5,59,0.1,0,Summer,No Holiday
837,15,32,53,0,0,Summer,No Holiday
944,16,31.7,56,0,0,Summer,No Holiday
1249,17,30.8,59,0,0,Summer,No Holiday
1447,18,30.6,55,0,0,Summer,No Holiday
582,19,30,59,0,0,Summer,No Holiday
257,20,29.2,62,0.1,0,Summer,No Holiday
189,21,27.8,72,0.1,0,Summer,No Holiday
215,22,26.6,84,1.5,0,Summer,No Holiday
267,23,26.1,84,0.5,0,Summer,No Holiday
238,0,25.7,83,0.5,0,Summer,No Holiday
208,1,25.7,80,0.2,0,Summer,No Holiday
83,2,25.4,85,0.8,0,Summer,No Holiday
62,3,24.8,87,1,0,Summer,No Holiday
30,4,24.5,88,1,0,Summer,No Holiday
45,5,24.6,88,0.5,0,Summer,No Holiday
173,6,24.9,88,0.5,0,Summer,No Holiday
400,7,24.2,88,0,0,Summer,No Holiday
578,8,24.4,86,0,0,Summer,No Holiday
484,9,24.8,85,0,0,Summer,No Holiday
286,10,26,77,0,0,Summer,No Holiday
415,11,26.2,76,0,0,Summer,No Holiday
355,12,25.8,81,0,0,Summer,No Holiday
274,13,25.8,78,0,0,Summer,No Holiday
152,14,24.4,93,1.5,0,Summer,No Holiday
405,15,24,94,0.5,0,Summer,No Holiday
455,16,24.6,85,0,0,Summer,No Holiday
403,17,24.1,89,0,0,Summer,No Holiday
916,18,23.8,95,1.5,0,Summer,No Holiday
948,19,23.6,86,0,0,Summer,No Holiday
1162,20,23.5,81,0,0,Summer,No Holiday
1300,21,23.5,79,0,0,Summer,No Holiday
1202,22,23.5,79,0,0,Summer,No Holiday
1084,23,23.4,79,0,0,Summer,No Holiday
980,0,23.2,81,0,0,Summer,No Holiday
886,1,23,82,0,0,Summer,No Holiday
708,2,22.9,82,0,0,Summer,No Holiday
456,3,23.1,80,0,0,Summer,No Holiday
306,4,23.2,79,0,0,Summer,No Holiday
232,5,23.3,79,0,0,Summer,No Holiday
318,6,23.5,79,0,0,Summer,No Holiday
490,7,23.7,76,0,0,Summer,No Holiday
721,8,24.1,78,0,0,Summer,No Holiday
808,9,25.3,72,0,0,Summer,No Holiday
858,10,26.3,67,0,0,Summer,No Holiday
916,11,28,57,0,0,Summer,No Holiday
1070,12,27.9,55,0,0,Summer,No Holiday
1231,13,28.6,54,0,0,Summer,No Holiday
1261,14,29.2,52,0,0,Summer,No Holiday
1516,15,28.1,53,0,0,Summer,No Holiday
1592,16,27.2,58,0,0,Summer,No Holiday
1797,17,26.9,60,0,0,Summer,No Holiday
2080,18,27.1,56,0,0,Summer,No Holiday
2043,19,25.8,62,0,0,Summer,No Holiday
2022,20,24.6,65,0,0,Summer,No Holiday
1937,21,23.9,71,0,0,Summer,No Holiday
1717,22,23.4,75,0,0,Summer,No Holiday
1357,23,22.9,78,0,0,Summer,No Holiday
1163,0,22.8,78,0,0,Summer,No Holiday
769,1,22.5,80,0,0,Summer,No Holiday
600,2,22.1,84,0,0,Summer,No Holiday
426,3,21.6,85,0,0,Summer,No Holiday
290,4,21.2,86,0,0,Summer,No Holiday
188,5,20.7,88,0,0,Summer,No Holiday
243,6,20.4,88,0,0,Summer,No Holiday
381,7,20.7,85,0,0,Summer,No Holiday
566,8,22.1,74,0,0,Summer,No Holiday
725,9,24.2,64,0,0,Summer,No Holiday
681,10,26.3,53,0,0,Summer,No Holiday
791,11,28,46,0,0,Summer,No Holiday
1070,12,28.9,42,0,0,Summer,No Holiday
657,13,27.8,54,0,0,Summer,No Holiday
417,14,25.8,69,0.1,0,Summer,No Holiday
782,15,24.3,64,0,0,Summer,No Holiday
1025,16,23.5,56,0.1,0,Summer,No Holiday
1399,17,23.5,58,0,0,Summer,No Holiday
1479,18,23.4,67,0,0,Summer,No Holiday
1596,19,22.7,69,0,0,Summer,No Holiday
1674,20,22.4,64,0,0,Summer,No Holiday
1276,21,22.5,65,0,0,Summer,No Holiday
764,22,21.2,81,1.3,0,Summer,No Holiday
348,23,20.8,84,0.5,0,Summer,No Holiday
325,0,20.5,85,0,0,Summer,No Holiday
61,1,20.5,89,1.5,0,Summer,No Holiday
44,2,20.3,97,1,0,Summer,No Holiday
22,3,20.3,97,1.5,0,Summer,No Holiday
27,4,20.5,97,3.5,0,Summer,No Holiday
38,5,20.5,97,3,0,Summer,No Holiday
47,6,20.6,98,1,0,Summer,No Holiday
103,7,20.8,98,2,0,Summer,No Holiday
328,8,21.3,97,0.5,0,Summer,No Holiday
75,9,21.5,97,0.5,0,Summer,No Holiday
104,10,21.7,97,2.5,0,Summer,No Holiday
148,11,22,96,0.5,0,Summer,No Holiday
137,12,22.6,90,1,0,Summer,No Holiday
149,13,22.9,92,0.5,0,Summer,No Holiday
231,14,23.3,89,0.5,0,Summer,No Holiday
580,15,24.4,87,0,0,Summer,No Holiday
886,16,24.7,85,0,0,Summer,No Holiday
1356,17,24.9,82,0,0,Summer,No Holiday
2153,18,24.8,83,0,0,Summer,No Holiday
1615,19,24.7,83,0,0,Summer,No Holiday
1560,20,24.4,85,0,0,Summer,No Holiday
1762,21,23.9,88,0,0,Summer,No Holiday
1571,22,23.5,88,0,0,Summer,No Holiday
1113,23,23.6,87,0,0,Summer,No Holiday
870,0,23.5,88,0,0,Summer,No Holiday
653,1,23.1,94,0,0,Summer,No Holiday
482,2,23.2,88,0,0,Summer,No Holiday
281,3,22.9,93,0,0,Summer,No Holiday
200,4,22.6,95,0,0,Summer,No Holiday
218,5,22.5,96,0,0,Summer,No Holiday
581,6,22.5,90,0,0,Summer,No Holiday
1182,7,22.6,88,0,0,Summer,No Holiday
1841,8,23.4,83,0,0,Summer,No Holiday
865,9,24.2,80,0,0,Summer,No Holiday
670,10,25.4,75,0,0,Summer,No Holiday
411,11,25.9,79,0,0,Summer,No Holiday
25,12,25.2,89,2,0,Summer,No Holiday
31,13,24.6,97,9.5,0,Summer,No Holiday
126,14,24.9,97,4,0,Summer,No Holiday
122,15,25.2,96,0.5,0,Summer,No Holiday
60,16,25,97,2.5,0,Summer,No Holiday
39,17,24.8,96,2.5,0,Summer,No Holiday
96,18,24.3,97,18.5,0,Summer,No Holiday
84,19,23.9,98,7,0,Summer,No Holiday
10,20,23.3,97,15.5,0,Summer,No Holiday
122,21,22.9,98,29.5,0,Summer,No Holiday
64,22,22.9,97,0.5,0,Summer,No Holiday
59,23,22.8,97,3.5,0,Summer,No Holiday
208,0,22.7,96,1,0,Summer,No Holiday
334,1,22.8,97,0.5,0,Summer,No Holiday
243,2,24.2,91,0,0,Summer,No Holiday
171,3,24.5,87,0,0,Summer,No Holiday
128,4,24.6,86,0,0,Summer,No Holiday
109,5,24.6,87,0,0,Summer,No Holiday
346,6,24.7,85,0,0,Summer,No Holiday
862,7,25,85,0,0,Summer,No Holiday
1595,8,25.3,83,0,0,Summer,No Holiday
867,9,25.8,79,0,0,Summer,No Holiday
642,10,26.4,78,0,0,Summer,No Holiday
671,11,26.9,74,0,0,Summer,No Holiday
648,12,27.4,72,0,0,Summer,No Holiday
540,13,27.1,75,0,0,Summer,No Holiday
490,14,26.8,77,0,0,Summer,No Holiday
583,15,26.9,77,0,0,Summer,No Holiday
193,16,27,76,0,0,Summer,No Holiday
160,17,24.6,93,1.5,0,Summer,No Holiday
57,18,23.9,96,1.5,0,Summer,No Holiday
24,19,23.5,97,6.5,0,Summer,No Holiday
19,20,23.4,98,21,0,Summer,No Holiday
22,21,23.7,98,5.5,0,Summer,No Holiday
74,22,24.3,97,4.5,0,Summer,No Holiday
198,23,24.2,94,1,0,Summer,No Holiday
214,0,24.7,94,0,0,Summer,No Holiday
99,1,24.9,92,0.5,0,Summer,No Holiday
80,2,24.7,96,6.5,0,Summer,No Holiday
81,3,24.1,97,1.5,0,Summer,No Holiday
42,4,23.9,96,0,0,Summer,No Holiday
73,5,24,97,0.5,0,Summer,No Holiday
285,6,24.2,96,0,0,Summer,No Holiday
771,7,24.3,96,0,0,Summer,No Holiday
1330,8,24.6,96,0,0,Summer,No Holiday
846,9,25,92,0,0,Summer,No Holiday
589,10,26.1,81,0,0,Summer,No Holiday
716,11,26.2,82,0,0,Summer,No Holiday
768,12,27,74,0,0,Summer,No Holiday
865,13,28.2,66,0,0,Summer,No Holiday
837,14,27.5,66,0,0,Summer,No Holiday
982,15,27.2,69,0,0,Summer,No Holiday
1142,16,27.6,68,0,0,Summer,No Holiday
1473,17,26.8,73,0,0,Summer,No Holiday
1887,18,26.1,72,0,0,Summer,No Holiday
1707,19,25.1,74,0.5,0,Summer,No Holiday
1685,20,24.9,70,0,0,Summer,No Holiday
1732,21,24.8,72,0,0,Summer,No Holiday
1582,22,24.6,71,0,0,Summer,No Holiday
1173,23,24.3,71,0,0,Summer,No Holiday
861,0,23.9,75,0,0,Summer,No Holiday
652,1,23.7,77,0,0,Summer,No Holiday
381,2,23.4,79,0,0,Summer,No Holiday
297,3,23.3,81,0,0,Summer,No Holiday
170,4,23.2,83,0,0,Summer,No Holiday
217,5,23.1,84,0,0,Summer,No Holiday
436,6,22.9,83,0,0,Summer,No Holiday
828,7,22.9,83,0,0,Summer,No Holiday
1686,8,23.1,80,0.1,0,Summer,No Holiday
1049,9,24.1,69,0,0,Summer,No Holiday
794,10,25.5,53,0,0,Summer,No Holiday
868,11,26.7,51,0,0,Summer,No Holiday
982,12,27.8,47,0,0,Summer,No Holiday
965,13,28.7,46,0,0,Summer,No Holiday
987,14,29.3,41,0,0,Summer,No Holiday
1119,15,30.3,41,0,0,Summer,No Holiday
1404,16,29.7,51,0,0,Summer,No Holiday
1869,17,29.1,49,0,0,Summer,No Holiday
2836,18,28.4,57,0,0,Summer,No Holiday
2372,19,26.5,69,0,0,Summer,No Holiday
1995,20,25.4,74,0,0,Summer,No Holiday
1931,21,24.5,78,0,0,Summer,No Holiday
1789,22,24.1,80,0,0,Summer,No Holiday
1329,23,23.8,81,0,0,Summer,No Holiday
1075,0,23.2,83,0,0,Autumn,No Holiday
975,1,22.7,83,0,0,Autumn,No Holiday
785,2,22,86,0,0,Autumn,No Holiday
514,3,21.6,87,0,0,Autumn,No Holiday
338,4,21.2,88,0,0,Autumn,No Holiday
260,5,21.1,87,0,0,Autumn,No Holiday
362,6,20.9,87,0,0,Autumn,No Holiday
511,7,21.1,81,0,0,Autumn,No Holiday
812,8,22.3,64,0,0,Autumn,No Holiday
925,9,24.1,56,0,0,Autumn,No Holiday
861,10,26,54,0,0,Autumn,No Holiday
981,11,27.6,47,0,0,Autumn,No Holiday
1086,12,28.9,46,0,0,Autumn,No Holiday
1303,13,29.4,48,0,0,Autumn,No Holiday
1371,14,29.7,42,0,0,Autumn,No Holiday
1480,15,30,45,0,0,Autumn,No Holiday
1678,16,30.5,41,0,0,Autumn,No Holiday
1845,17,29.6,42,0,0,Autumn,No Holiday
1892,18,28.8,46,0,0,Autumn,No Holiday
1891,19,27.8,48,0,0,Autumn,No Holiday
1440,20,26.9,49,0,0,Autumn,No Holiday
1110,21,26,52,0,0,Autumn,No Holiday
992,22,25.1,53,0,0,Autumn,No Holiday
1523,23,24.4,54,0,0,Autumn,No Holiday
1336,0,23.5,56,0,0,Autumn,No Holiday
930,1,22.8,59,0,0,Autumn,No Holiday
610,2,22,60,0,0,Autumn,No Holiday
440,3,21.5,61,0,0,Autumn,No Holiday
255,4,21.1,62,0,0,Autumn,No Holiday
179,5,20.6,65,0,0,Autumn,No Holiday
249,6,20.2,66,0,0,Autumn,No Holiday
388,7,20.2,65,0,0,Autumn,No Holiday
576,8,21.3,57,0,0,Autumn,No Holiday
721,9,23.4,52,0,0,Autumn,No Holiday
802,10,25,47,0,0,Autumn,No Holiday
940,11,26.5,44,0,0,Autumn,No Holiday
1075,12,27.5,43,0,0,Autumn,No Holiday
1254,13,28.5,42,0,0,Autumn,No Holiday
1395,14,29.1,43,0,0,Autumn,No Holiday
1550,15,29.3,43,0,0,Autumn,No Holiday
1853,16,29.3,44,0,0,Autumn,No Holiday
2069,17,28.8,47,0,0,Autumn,No Holiday
2118,18,27.9,52,0,0,Autumn,No Holiday
1986,19,27.3,54,0,0,Autumn,No Holiday
1838,20,26.9,56,0,0,Autumn,No Holiday
1759,21,26.2,62,0,0,Autumn,No Holiday
1511,22,25.7,64,0,0,Autumn,No Holiday
1047,23,25.1,65,0,0,Autumn,No Holiday
763,0,24.7,67,0,0,Autumn,No Holiday
524,1,24.5,68,0,0,Autumn,No Holiday
321,2,24.3,68,0,0,Autumn,No Holiday
211,3,24.2,70,0,0,Autumn,No Holiday
153,4,24,70,0,0,Autumn,No Holiday
264,5,23.9,70,0,0,Autumn,No Holiday
656,6,23.8,71,0,0,Autumn,No Holiday
1287,7,23.9,71,0,0,Autumn,No Holiday
1580,8,24.2,70,0,0,Autumn,No Holiday
719,9,23.6,86,2,0,Autumn,No Holiday
434,10,23.3,89,0.5,0,Autumn,No Holiday
443,11,23.7,86,0,0,Autumn,No Holiday
673,12,23.9,83,0,0,Autumn,No Holiday
731,13,24.9,78,0,0,Autumn,No Holiday
532,14,25.6,77,0,0,Autumn,No Holiday
137,15,25.7,81,0,0,Autumn,No Holiday
39,16,25.5,91,3.5,0,Autumn,No Holiday
23,17,22.7,96,13,0,Autumn,No Holiday
113,18,21.9,97,13,0,Autumn,No Holiday
73,19,21.7,97,1,0,Autumn,No Holiday
151,20,21.5,97,0.5,0,Autumn,No Holiday
110,21,21.6,97,0.5,0,Autumn,No Holiday
379,22,21.7,97,0.5,0,Autumn,No Holiday
486,23,21.7,97,0,0,Autumn,No Holiday
500,0,21.4,97,0,0,Autumn,No Holiday
486,1,21.3,97,0,0,Autumn,No Holiday
324,2,20.9,96,0,0,Autumn,No Holiday
223,3,20.6,97,0,0,Autumn,No Holiday
186,4,20.4,97,0,0,Autumn,No Holiday
219,5,20.2,97,0,0,Autumn,No Holiday
602,6,20,97,0,0,Autumn,No Holiday
1289,7,20.1,97,0,0,Autumn,No Holiday
2059,8,20.5,90,0,0,Autumn,No Holiday
1083,9,21.6,81,0,0,Autumn,No Holiday
822,10,23.1,73,0,0,Autumn,No Holiday
940,11,24.5,64,0,0,Autumn,No Holiday
995,12,25.8,57,0,0,Autumn,No Holiday
997,13,26.5,58,0,0,Autumn,No Holiday
987,14,27.4,52,0,0,Autumn,No Holiday
1178,15,26.7,51,0,0,Autumn,No Holiday
1429,16,27.1,47,0,0,Autumn,No Holiday
1993,17,27.6,47,0,0,Autumn,No Holiday
3166,18,26.8,53,0,0,Autumn,No Holiday
2491,19,25.1,49,0,0,Autumn,No Holiday
2259,20,23.7,49,0,0,Autumn,No Holiday
2212,21,22.9,55,0,0,Autumn,No Holiday
1856,22,22.2,58,0,0,Autumn,No Holiday
1233,23,21.7,60,0,0,Autumn,No Holiday
983,0,21.1,64,0,0,Autumn,No Holiday
748,1,20.9,66,0,0,Autumn,No Holiday
493,2,20.6,72,0,0,Autumn,No Holiday
376,3,20.2,77,0,0,Autumn,No Holiday
220,4,19.9,81,0,0,Autumn,No Holiday
249,5,19.7,82,0,0,Autumn,No Holiday
676,6,19.8,82,0,0,Autumn,No Holiday
1487,7,19.8,79,0,0,Autumn,No Holiday
2312,8,21.2,69,0,0,Autumn,No Holiday
1195,9,23.4,59,0,0,Autumn,No Holiday
847,10,25.4,49,0,0,Autumn,No Holiday
937,11,26.4,47,0,0,Autumn,No Holiday
1072,12,27.1,44,0,0,Autumn,No Holiday
1039,13,27.3,46,0,0,Autumn,No Holiday
989,14,27.9,42,0,0,Autumn,No Holiday
1131,15,28.1,43,0,0,Autumn,No Holiday
1446,16,28.2,37,0,0,Autumn,No Holiday
2068,17,27.7,40,0,0,Autumn,No Holiday
3160,18,27,45,0,0,Autumn,No Holiday
2468,19,25.4,55,0,0,Autumn,No Holiday
2177,20,24.5,64,0,0,Autumn,No Holiday
2024,21,23.9,75,0,0,Autumn,No Holiday
1798,22,23.6,82,0,0,Autumn,No Holiday
1219,23,23,83,0,0,Autumn,No Holiday
963,0,22.5,83,0,0,Autumn,No Holiday
743,1,21.9,85,0,0,Autumn,No Holiday
531,2,21.6,86,0,0,Autumn,No Holiday
320,3,21.5,85,0,0,Autumn,No Holiday
215,4,21.6,87,0,0,Autumn,No Holiday
247,5,21.7,87,0,0,Autumn,No Holiday
680,6,21.4,84,0,0,Autumn,No Holiday
1438,7,20.9,83,0,0,Autumn,No Holiday
2270,8,21.8,77,0,0,Autumn,No Holiday
1186,9,23.5,72,0,0,Autumn,No Holiday
835,10,24.6,70,0,0,Autumn,No Holiday
941,11,25.9,63,0,0,Autumn,No Holiday
1041,12,26.9,60,0,0,Autumn,No Holiday
1049,13,28,52,0,0,Autumn,No Holiday
1032,14,27.9,47,0,0,Autumn,No Holiday
1089,15,27.8,48,0,0,Autumn,No Holiday
1292,16,26.9,55,0,0,Autumn,No Holiday
1525,17,26.6,63,0,0,Autumn,No Holiday
2497,18,25.8,58,0,0,Autumn,No Holiday
1990,19,25.3,71,0,0,Autumn,No Holiday
1900,20,25.1,71,0,0,Autumn,No Holiday
1851,21,24.6,70,0,0,Autumn,No Holiday
1641,22,24.3,71,0,0,Autumn,No Holiday
562,23,23.9,71,0,0,Autumn,No Holiday
556,0,21.3,82,1,0,Autumn,No Holiday
345,1,21.6,77,0,0,Autumn,No Holiday
